Date,AMZN,BAC,BSX,JNJ,JPM,MCD,MSFT,NFLX,NVDA,PG
2020-03-16,84.4574966430664,17.945627212524414,27.549999237060547,109.54644775390624,76.09684753417969,132.03636169433594,129.38363647460938,298.8399963378906,4.891636848449707,95.2932586669922
2020-03-17,90.39199829101562,19.29768943786621,28.790000915527344,117.69801330566406,80.74739837646484,130.80465698242188,140.03662109375,319.75,5.411434650421143,103.8477020263672
2020-03-18,91.5,18.252918243408203,27.239999771118164,116.29349517822266,72.24723052978516,121.66023254394533,134.14161682128906,315.4700012207031,5.05153751373291,103.15383911132812
2020-03-19,94.04650115966795,18.61288070678711,28.270000457763672,109.47753143310548,73.46153259277344,132.4705352783203,136.34866333007812,332.0299987792969,5.304337501525879,97.3396453857422
2020-03-20,92.30449676513672,17.269588470458984,27.239999771118164,103.30782318115234,71.91133880615234,131.5755615234375,131.2275848388672,332.8299865722656,5.124513149261475,89.96212768554688
2020-03-23,95.1415023803711,15.87362289428711,25.82999992370605,95.76805114746094,68.06171417236328,121.4830093383789,129.9186553955078,360.2699890136719,5.297362327575684,85.8078384399414
2020-03-24,97.00499725341795,18.463626861572266,28.21999931335449,102.69603729248048,76.15714263916016,143.5023193359375,141.7277069091797,357.32000732421875,6.206201553344727,90.69986724853516
2020-03-25,94.29199981689452,18.52507972717285,29.920000076293945,102.88560485839844,78.99913787841797,144.41502380371094,140.3709716796875,342.3900146484375,6.117534637451172,88.63589477539062
2020-03-26,97.77449798583984,19.947385787963867,31.420000076293945,109.06390380859376,84.5022964477539,148.28726196289062,149.15138244628906,362.989990234375,6.406948089599609,94.30960083007812
2020-03-27,95.00499725341795,18.96406555175781,30.61000061035156,106.12555694580078,78.48240661621094,145.32769775390625,143.02708435058594,357.1199951171875,6.294620513916016,96.75997924804688
2020-03-30,98.19750213623048,19.35036849975586,31.63999938964844,114.61320495605467,80.52350616455078,148.97837829589844,153.08767700195312,370.9599914550781,6.614917278289795,101.00206756591795
2020-03-31,97.48600006103516,18.639217376708984,32.630001068115234,112.9932098388672,77.53508758544922,146.5150604248047,150.68003845214844,375.5,6.565353870391846,96.61067199707033
2020-04-01,95.38500213623048,17.357389450073242,30.190000534057617,110.99407958984376,72.65199279785156,140.15292358398438,145.3296356201172,364.0799865722656,6.054023265838623,96.02222442626952
2020-04-02,95.94149780273438,18.05975914001465,31.049999237060547,114.73381805419922,75.36481475830078,143.1036376953125,148.33924865722656,370.0799865722656,6.362864017486572,100.47508239746094
2020-04-03,95.32949829101562,17.585657119750977,31.170000076293945,115.61275482177734,73.13721466064453,142.06686401367188,146.97296142578125,361.760009765625,6.074944496154785,101.07233428955078
2020-04-06,99.87950134277344,18.779687881469727,32.880001068115234,120.42955780029295,77.84478759765625,156.8734588623047,157.90301513671875,379.9599914550781,6.684904098510742,103.47003936767578
2020-04-07,100.58000183105467,19.438161849975582,33.689998626708984,118.4649429321289,78.87159729003906,155.58860778808594,156.202392578125,372.2799987792969,6.451530456542969,99.04351043701172
2020-04-08,102.1500015258789,20.58829689025879,35.130001068115234,123.44547271728516,82.05636596679688,157.27218627929688,157.76930236816406,371.1199951171875,6.64879035949707,101.0898895263672
2020-04-09,102.13800048828124,21.826234817504883,36.83000183105469,121.6962890625,89.41795349121094,162.7748260498047,157.77883911132812,370.7200012207031,6.54916524887085,100.70346069335938
2020-04-13,108.44349670410156,21.000946044921875,35.209999084472656,120.43819427490234,85.44132232666016,159.60260009765625,158.13233947753906,396.7200012207031,6.721019744873047,101.83643341064452
2020-04-14,114.16600036621094,20.834129333496094,35.91999816894531,125.83235168457033,83.1005859375,163.03176879882812,165.957275390625,413.5499877929688,7.072201251983643,106.2366180419922
2020-04-15,115.38400268554688,19.4820613861084,34.790000915527344,127.23690795898438,79.0020980834961,157.582275390625,164.2183837890625,426.75,6.994741439819336,106.46497344970705
2020-04-16,120.40950012207033,18.806028366088867,35.45000076293945,128.96893310546875,75.99132537841797,159.05319213867188,169.1483917236328,439.1700134277344,7.339946269989014,106.71088409423828
2020-04-17,118.75,20.43904685974121,38.290000915527344,130.99386596679688,82.82213592529297,164.90142822265625,170.63888549804688,422.9599914550781,7.280669689178467,109.5125961303711
2020-04-20,119.68049621582033,19.754228591918945,37.25,130.69232177734375,79.80265045166016,160.95831298828125,167.25662231445312,437.489990234375,7.149411678314209,105.9204330444336
2020-04-21,116.40599822998048,18.99917984008789,35.04999923706055,128.9775390625,77.48800659179688,157.35195922851562,160.33937072753906,433.8299865722656,6.712550640106201,105.1124267578125
2020-04-22,118.17449951171876,19.139652252197266,35.4900016784668,131.82974243164062,77.74036407470703,165.23812866210938,165.78530883789062,421.4200134277344,7.12699556350708,104.86650848388672
2020-04-23,119.97250366210938,19.201114654541016,36.400001525878906,134.00115966796875,77.78387451171875,161.30389404296875,163.77890014648438,426.7000122070313,7.073694705963135,105.56584167480467
2020-04-24,120.51100158691406,19.47328186035156,36.900001525878906,133.44105529785156,78.9324722290039,163.05833435058594,166.76942443847656,424.989990234375,7.212673187255859,105.01768493652344
2020-04-27,118.8000030517578,20.605854034423828,37.0,132.94989013671875,82.33482360839844,164.7153778076172,166.29168701171875,421.3800048828125,7.399223327636719,103.84178161621094
2020-04-28,115.7040023803711,20.974607467651367,35.93000030517578,130.4510498046875,82.91783905029297,164.75079345703125,162.2406768798828,403.8299865722656,7.256757259368896,103.34666442871094
2020-04-29,118.635498046875,21.75599670410156,37.43000030517578,129.46011352539062,85.15413665771484,166.425537109375,169.52099609375,411.8900146484375,7.433593273162842,103.5146713256836
2020-04-30,123.6999969482422,21.11508178710937,37.47999954223633,129.2877655029297,83.32681274414062,166.19512939453125,171.2216796875,419.8500061035156,7.279672622680664,104.213134765625
2020-05-01,114.302001953125,20.26345443725586,35.9900016784668,127.77980041503906,81.14269256591797,161.85328674316406,166.78848266601562,415.2699890136719,7.0430588722229,103.2847900390625
2020-05-04,115.79949951171876,20.131759643554688,35.83000183105469,127.76256561279295,80.17681884765625,161.15322875976562,170.86813354492188,428.1499938964844,7.255013465881348,102.3564453125
2020-05-05,115.88999938964844,19.89470863342285,36.810001373291016,128.82244873046875,80.05500030517578,158.82286071777344,172.70257568359375,424.6799926757813,7.316036224365234,102.56863403320312
2020-05-06,117.56300354003906,19.622541427612305,35.88999938964844,127.59883880615234,78.54961395263672,156.81141662597656,174.40321350097656,434.260009765625,7.416906356811523,99.99578094482422
2020-05-07,118.38050079345705,20.05274200439453,37.0,127.17658996582033,79.36756134033203,160.48867797851562,175.41598510742188,436.5299987792969,7.593244552612305,99.17354583740234
2020-05-08,118.98049926757812,20.69365692138672,38.18000030517578,128.13308715820312,80.66410064697266,160.58616638183594,176.4478302001953,435.5499877929688,7.783281803131103,102.51558685302734
2020-05-11,120.4499969482422,19.8244686126709,37.77999877929688,128.4863739013672,78.28857421875,160.2760467529297,178.416015625,440.5199890136719,8.0353364944458,101.94973754882812
2020-05-12,117.84750366210938,19.201114654541016,36.97999954223633,126.788818359375,75.73030090332031,156.43040466308594,174.37451171875,431.8200073242188,7.773319244384766,101.27780151367188
2020-05-13,118.39600372314452,18.323148727416992,35.77000045776367,126.78020477294922,73.11979675292969,153.13417053222656,171.7375946044922,438.2699890136719,7.750903129577637,100.72079467773438
2020-05-14,119.44249725341795,19.060640335083008,35.5,127.21971130371094,76.15666961669922,155.42913818359375,172.4828643798828,441.9500122070313,8.000466346740723,100.62354278564452
2020-05-15,120.48899841308594,18.82358932495117,34.83000183105469,129.63243103027344,74.74699401855469,154.01138305664062,174.99560546875,454.1900024414063,8.45899486541748,101.3308334350586
2020-05-18,121.31300354003906,20.131759643554688,36.41999816894531,129.70132446289062,78.70625305175781,159.34567260742188,176.66758728027344,452.5799865722656,8.717524528503418,102.74545288085938
2020-05-19,122.46649932861328,19.49962043762207,35.43000030517578,128.40884399414062,77.1573486328125,159.11526489257812,175.4446563720703,451.0400085449219,8.772567749023438,99.41227722167967
2020-05-20,124.89700317382812,20.114200592041016,37.18000030517578,127.2541275024414,79.47199249267578,163.12925720214844,177.87818908691406,447.6700134277344,8.936454772949219,100.15493774414062
2020-05-21,122.33699798583984,20.105417251586918,34.790000915527344,126.41830444335938,78.46258544921875,163.99761962890625,175.74166870117188,436.25,8.742431640625,98.6872787475586
2020-05-22,121.84400177001952,19.89470863342285,35.90999984741211,125.26432800292967,77.85350036621094,163.40391540527344,175.81829833984375,429.3200073242188,8.99249267578125,99.5537338256836
2020-05-26,121.09300231933594,21.317012786865234,36.18999862670898,125.42916870117188,83.37903594970703,163.78494262695312,173.95962524414062,414.7699890136719,8.68514633178711,99.0497817993164
2020-05-27,120.51950073242188,22.809551239013672,37.13999938964844,125.71550750732422,88.20841979980469,166.3368682861328,174.18955993652344,419.8900146484375,8.493367195129395,100.69427490234376
2020-05-28,120.05500030517578,21.826234817504883,37.470001220703125,127.52027893066406,86.89448547363281,167.23182678222656,173.7967529296875,413.4400024414063,8.4552583694458,102.61284637451172
2020-05-29,122.11849975585938,21.176536560058597,37.9900016784668,129.06472778320312,84.67556762695312,166.1971435546875,175.5691680908203,419.7300109863281,8.842308044433594,102.4890594482422
2020-06-01,123.552001953125,21.606739044189453,37.5,127.7111587524414,85.79806518554688,167.16940307617188,175.1667938232422,425.9200134277344,8.773314476013184,103.66496276855467
2020-06-02,123.62049865722656,21.808677673339844,37.540000915527344,128.63084411621094,86.0852279663086,167.32998657226562,177.1595916748047,427.30999755859375,8.792244911193848,104.38111877441406
2020-06-03,123.91999816894533,22.818336486816406,37.90999984741211,128.97792053222656,90.73188018798828,172.41433715820312,177.59075927734375,421.9700012207031,8.736701965332031,104.79664611816406
2020-06-04,123.02999877929688,23.675901412963867,37.41999816894531,127.31199645996094,92.62013244628906,172.36972045898438,175.25303649902344,414.3299865722656,8.737698554992676,102.60399627685548
2020-06-05,124.1500015258789,24.85173988342285,38.83000183105469,127.80660247802734,96.78824615478516,175.86639404296875,179.35362243652344,419.6000061035156,8.890694618225098,104.61981964111328
2020-06-08,126.2030029296875,25.23189926147461,39.11000061035156,127.34671783447266,98.7199935913086,180.7634735107422,180.46499633789065,419.489990234375,8.77607250213623,105.25640106201172
2020-06-09,130.04299926757812,24.948989868164062,38.2599983215332,126.6439208984375,96.18782806396484,177.9715118408203,181.8446502685547,434.0499877929688,9.016281127929688,104.62867736816406
2020-06-10,132.37249755859375,23.51676368713379,37.4900016784668,128.24037170410156,92.28949737548828,174.6532745361328,188.589599609375,434.4800109863281,9.335978507995604,105.4155731201172
2020-06-11,127.89800262451172,21.15624618530273,35.04999923706055,122.22750091552734,84.58854675292969,167.2586212158203,178.462646484375,425.55999755859375,8.767352104187012,102.78966522216795
2020-06-12,127.2509994506836,21.907724380493164,35.349998474121094,123.33809661865234,86.90319061279297,168.73931884765625,179.87100219726562,418.0700073242188,8.903154373168945,102.22384643554688
2020-06-15,128.63400268554688,22.23483657836914,35.869998931884766,122.55724334716795,88.10401153564453,169.0247802734375,181.02069091796875,425.5,9.1436128616333,103.16985321044922
2020-06-16,130.7635040283203,22.80949211120605,36.70000076293945,125.34241485595705,88.80884552001953,169.76510620117188,185.45660400390625,436.1300048828125,9.038707733154297,104.44300079345705
2020-06-17,132.0489959716797,22.102222442626957,36.88999938964844,124.96065521240234,86.56383514404297,170.18435668945312,186.0985870361328,447.7699890136719,9.205657958984377,104.26616668701172
2020-06-18,132.69900512695312,22.13758087158203,36.68000030517578,124.43136596679688,86.09393310546875,169.0247802734375,188.0913543701172,449.8699951171875,9.187716484069824,105.45975494384766
2020-06-19,133.75050354003906,22.323244094848636,36.59000015258789,124.7957763671875,85.11062622070312,166.41123962402344,186.9704132080078,453.7200012207031,9.230822563171388,105.14147186279295
2020-06-22,135.6909942626953,21.766267776489254,35.970001220703125,124.41400909423828,84.18827056884766,167.21401977539062,192.16323852539065,468.0400085449219,9.495450019836426,104.10701751708984
2020-06-23,138.2205047607422,21.91656494140625,36.25,123.9541244506836,85.21505737304688,166.4647216796875,193.4470977783203,466.260009765625,9.41895580291748,104.08934783935548
2020-06-24,136.72000122070312,21.05015754699707,33.849998474121094,121.31649017333984,82.36962890625,164.38636779785156,189.54766845703125,457.8500061035156,9.205160140991213,102.93112182617188
2020-06-25,137.72900390625,21.854679107666016,33.88999938964844,121.18631744384766,85.24115753173828,163.02159118652344,191.94288635253903,465.9100036621094,9.458822250366213,104.23080444335938
2020-06-26,134.64349365234375,20.466657638549805,33.279998779296875,119.5724639892578,80.56837463378906,160.3277587890625,188.1009521484375,443.3999938964844,9.12492561340332,101.87902069091795
2020-06-29,134.0189971923828,20.67884063720703,34.650001525878906,120.63970947265624,80.92516326904297,163.05728149414062,190.1225128173828,447.239990234375,9.16977596282959,104.02748107910156
2020-06-30,137.9409942626953,20.99711227416992,35.11000061035156,122.01929473876952,81.84754943847656,164.5469512939453,194.97999572753903,455.0400085449219,9.466547966003418,105.71615600585938
2020-07-01,143.93499755859375,20.563907623291016,35.279998779296875,121.8023452758789,81.15140533447266,164.7163848876953,196.12013244628903,485.6400146484375,9.49869155883789,106.07865142822266
2020-07-02,144.51499938964844,20.590431213378903,35.380001068115234,122.31430053710938,81.41500854492188,163.6995391845703,197.61474609375,476.8900146484375,9.580671310424805,106.87437438964844
2020-07-06,152.8520050048828,20.917543411254883,35.59000015258789,124.05826568603516,83.47102355957031,168.14166259765625,201.86866760253903,493.80999755859375,9.806924819946287,107.53746795654295
2020-07-07,150.00599670410156,20.342884063720703,34.63999938964844,123.94548034667967,81.11625671386719,165.75111389160156,199.52130126953125,493.1600036621094,9.83931827545166,108.0591049194336
2020-07-08,154.0554962158203,20.422456741333008,34.54999923706055,124.30989837646484,81.97732543945312,165.77792358398438,203.9093780517578,502.7799987792969,10.1824369430542,108.6514892578125
2020-07-09,159.13150024414062,20.13070106506348,34.5,123.6331024169922,80.20247650146484,164.4220733642578,205.3369140625,507.760009765625,10.474475860595703,108.28899383544922
2020-07-10,160.0,21.235815048217773,34.68000030517578,123.5290069580078,84.5868911743164,164.9126434326172,204.71420288085935,548.72998046875,10.44482135772705,109.53562927246094
2020-07-13,155.1999969482422,21.38611221313477,34.439998626708984,125.99315643310548,85.79943084716797,164.9483184814453,198.39080810546875,525.5,10.01922607421875,109.67709350585938
2020-07-14,154.1999969482422,21.34190559387207,35.220001220703125,128.34451293945312,86.29144287109375,170.12191772460938,199.6171417236328,524.8800048828125,10.342906951904297,110.59657287597656
2020-07-15,150.44349670410156,21.748584747314453,36.70000076293945,128.6395263671875,87.62699890136719,171.05853271484375,199.32015991210935,523.260009765625,10.19365119934082,110.074951171875
2020-07-16,149.9949951171875,21.15624618530273,36.369998931884766,129.49851989746094,87.8730239868164,170.30035400390625,195.37283325195312,527.3900146484375,10.10145378112793,110.3048324584961
2020-07-17,148.09849548339844,20.528545379638672,37.709999084472656,129.58531188964844,86.24752807617188,170.7998809814453,194.37640380859372,492.989990234375,10.167983055114746,111.07401275634766
2020-07-20,159.8419952392578,20.846820831298828,37.16999816894531,129.80224609375,85.49190521240234,170.91580200195312,202.73097229003903,502.4100036621094,10.476218223571776,110.7292022705078
2020-07-21,156.9145050048828,21.58945083618164,37.47999954223633,129.92372131347656,87.3458480834961,172.13784790039062,200.0003662109375,490.1000061035156,10.294568061828612,110.57888793945312
2020-07-22,154.99549865722656,21.49220085144043,38.38999938964844,130.15792846679688,86.71322631835938,177.168701171875,202.8746490478516,489.8200073242188,10.40445327758789,111.5249481201172
2020-07-23,149.32749938964844,21.695541381835938,38.43000030517578,129.8108673095703,86.968017578125,176.21426391601562,194.05064392089844,477.5799865722656,10.096470832824709,112.24649810791016
2020-07-24,150.44549560546875,21.52756118774414,38.59999847412109,128.5180206298828,86.35298156738281,177.25790405273438,192.8626708984375,480.4500122070313,10.1610107421875,112.06855010986328
2020-07-27,152.760498046875,21.34190559387207,38.34999847412109,127.70246887207033,85.14044952392578,179.51466369628906,195.30577087402344,495.6499938964844,10.387261390686035,112.38885498046876
2020-07-28,150.01649475097656,21.53640937805176,38.27000045776367,127.39877319335938,85.50946807861328,175.04576110839844,193.552490234375,488.510009765625,10.181941032409668,113.77679443359376
2020-07-29,151.67649841308594,22.34092712402344,39.810001373291016,127.14714813232422,87.58308410644531,175.01898193359375,195.5069732666016,484.4800109863281,10.431118965148926,114.1593780517578
2020-07-30,152.593994140625,21.960769653320312,38.93999862670898,127.40745544433594,85.24588775634766,174.30538940429688,195.35366821289065,485.7999877929688,10.579129219055176,116.92640686035156
2020-07-31,158.23399353027344,21.99613380432129,38.56999969482422,126.47038269042967,84.91197204589844,173.2974395751953,196.4171295166016,488.8800048828125,10.579875946044922,116.65948486328124
2020-08-03,155.59449768066406,22.0933780670166,38.0,127.8499526977539,84.43753051757812,173.40447998046875,207.4638671875,498.6199951171875,10.974077224731444,116.81071472167967
2020-08-04,156.94149780273438,22.11106300354004,37.150001525878906,127.7371597290039,83.95428466796875,177.82876586914062,204.3500823974609,509.6400146484375,11.190862655639648,119.03500366210938
2020-08-05,160.25149536132812,22.44701385498047,37.72999954223633,128.760986328125,85.4128189086914,177.73959350585938,204.0147705078125,502.1099853515625,11.249670028686523,118.7235870361328
2020-08-06,161.25,22.51774406433105,37.88999938964844,128.02349853515625,85.43916320800781,181.23619079589844,207.2818298339844,509.0799865722656,11.298259735107422,118.07414245605467
2020-08-07,158.3730010986328,23.08356475830078,38.970001220703125,128.93455505371094,87.31947326660156,182.5028839111328,203.5740203857422,494.7300109863281,11.16270637512207,118.82147216796876
2020-08-10,157.4080047607422,23.48139953613281,38.97999954223633,128.43997192382812,88.42656707763672,182.07467651367188,199.52130126953125,483.3800048828125,11.12831974029541,119.31085968017578
2020-08-11,154.0334930419922,23.79966926574707,39.310001373291016,127.52027893066406,91.22063446044922,182.85964965820312,194.85548400878903,466.9299926757813,10.814353942871094,118.53675842285156
2020-08-12,158.11199951171875,23.63169288635254,39.959999084472656,129.854248046875,90.44744110107422,183.76947021484372,200.42193603515625,475.4700012207031,11.402666091918944,120.52088928222656
2020-08-13,158.05099487304688,23.29574203491211,39.75,128.41395568847656,89.94661712646484,184.188720703125,199.9524688720703,481.3299865722656,11.405406951904297,120.8055648803711
2020-08-14,157.4010009765625,23.401836395263672,39.15999984741211,128.6221923828125,89.98176574707031,184.67042541503903,200.14407348632807,482.6799926757813,11.526009559631348,120.20054626464844
2020-08-17,159.12049865722656,22.89790153503418,39.34999847412109,129.27296447753906,87.60942077636719,186.13331604003903,201.46624755859372,482.3500061035156,12.296469688415527,120.55642700195312
2020-08-18,165.62449645996094,22.570789337158203,39.33000183105469,130.22735595703125,86.38811492919922,187.60504150390625,202.6255340576172,491.8699951171875,12.22046947479248,121.45506286621094
2020-08-19,163.0240020751953,22.544267654418945,39.34999847412109,130.4876708984375,86.59019470214844,186.88259887695312,201.396240234375,484.5299987792969,12.098620414733888,120.79664611816406
2020-08-20,164.86849975585938,22.19062805175781,38.86000061035156,131.38136291503906,85.55341339111328,187.21261596679688,206.08297729492188,497.8999938964844,12.101114273071287,121.75755310058594
